donor_name_e,recipient_name_e,value,marker
Australia,Papua New Guinea,86.5248088294,rmnch
Canada,Afghanistan,82.3227750325,rmnch
United States,Uganda,80.1623698427,rmnch
Germany,Türkiye,79.0758524956,rmnch
United Kingdom,Ethiopia,76.9519111541,rmnch
EU Institutions,Tanzania,75.0540218023,rmnch
United States,India,72.8116079325,rmnch
Germany,Sudan,70.0824680372,rmnch
Germany,Democratic Republic of the Congo,62.491761238,rmnch
EU Institutions,Bangladesh,62.1176271324,rmnch
EU Institutions,Georgia,55.6216785531,rmnch
Belgium,Democratic Republic of the Congo,55.2730541262,rmnch
Germany,Niger,55.1708962854,rmnch
Norway,Malawi,52.6087121771,rmnch
Canada,South Sudan,50.2109599,rmnch
EU Institutions,Democratic Republic of the Congo,49.8246056464,rmnch
Sweden,Somalia,48.5612456373,rmnch
Germany,Somalia,48.4991544928,rmnch
Canada,Bangladesh,47.8876732887,rmnch
EU Institutions,Ukraine,45.7718910915,rmnch
EU Institutions,Lebanon,43.304876119,rmnch
Denmark,Kenya,43.1748581188,rmnch
Canada,Mali,41.3113596547,rmnch
EU Institutions,Libya,40.5069615765,rmnch
Korea,Tanzania,39.3775984752,rmnch
EU Institutions,Syrian Arab Republic,39.2432041391,rmnch
Canada,Tanzania,35.1335186692,rmnch
Netherlands,Mali,33.9007827823,rmnch
Canada,Mozambique,33.5793776075,rmnch
Japan,Kenya,32.9359343639,rmnch
Canada,Burkina Faso,31.9756260102,rmnch
Netherlands,Yemen,31.3446367103,rmnch
Sweden,Zambia,30.7707211673,rmnch
Korea,Cambodia,27.8525633187,rmnch
Canada,Democratic Republic of the Congo,26.1611827307,rmnch
United Kingdom,Nigeria,25.7381683468,rmnch
Sweden,Tanzania,25.370981181,rmnch
Canada,Ghana,24.9455003731,rmnch
Korea,Dominican Republic,22.6845966081,rmnch
Belgium,Burundi,21.0665471949,rmnch
Netherlands,Ethiopia,20.8967267664,rmnch
Japan,Afghanistan,20.5496301614,rmnch
Italy,Afghanistan,19.6989320579,rmnch
Finland,Somalia,19.3331937313,rmnch
Switzerland,Tanzania,18.9534286591,rmnch
Sweden,Mali,18.3561450284,rmnch
Italy,Ethiopia,18.0341574316,rmnch
Belgium,Türkiye,18.0025535396,rmnch
Norway,West Bank and Gaza Strip,17.5028384143,rmnch
Ireland,Tanzania,17.2905676918,rmnch
Canada,Senegal,17.0395844495,rmnch
Japan,Syrian Arab Republic,16.3391911574,rmnch
Ireland,Ethiopia,16.1887559444,rmnch
Ireland,Mozambique,16.1310343573,rmnch
Netherlands,Niger,16.0816787906,rmnch
Sweden,Uganda,15.9773050924,rmnch
Netherlands,Afghanistan,15.9679569479,rmnch
Netherlands,Burundi,15.9571051699,rmnch
Belgium,Rwanda,15.5038068161,rmnch
Norway,Tanzania,15.3627082427,rmnch
Netherlands,Lebanon,14.4448584004,rmnch
Netherlands,Burkina Faso,14.0678425343,rmnch
Netherlands,Mozambique,13.8506912543,rmnch
Sweden,Democratic Republic of the Congo,13.6509623095,rmnch
Japan,Pakistan,13.4764914843,rmnch
Switzerland,Democratic Republic of the Congo,13.3465631845,rmnch
New Zealand,Kiribati,12.706232837,rmnch
Norway,Somalia,12.5872503441,rmnch
Belgium,West Bank and Gaza Strip,12.5478239664,rmnch
Australia,Indonesia,12.3497951116,rmnch
Korea,Honduras,12.3404205548,rmnch
Norway,Syrian Arab Republic,12.0974587414,rmnch
Switzerland,Somalia,11.310090923,rmnch
Italy,Mozambique,11.2170847491,rmnch
United Kingdom,Venezuela,11.0885264621,rmnch
Belgium,Syrian Arab Republic,10.9877957903,rmnch
Netherlands,West Bank and Gaza Strip,10.6291219556,rmnch
Norway,South Sudan,10.5770950224,rmnch
Norway,Myanmar,10.4826708689,rmnch
United Kingdom,Sudan,10.4150170011,rmnch
Australia,Timor-Leste,10.3839565609,rmnch
Italy,Somalia,10.3786725725,rmnch
Poland,Bangladesh,10.3475578945,rmnch
Poland,Türkiye,10.3278422166,rmnch
Korea,Ethiopia,10.2817483859,rmnch
Japan,Zambia,10.2565222779,rmnch
Japan,Cambodia,10.1032398645,rmnch
United Kingdom,Tanzania,10.0085991396,rmnch
United Kingdom,Mozambique,9.9490924324,rmnch
Ireland,Sierra Leone,9.9215780749,rmnch
Norway,Mali,9.6731138258,rmnch
Sweden,Bangladesh,9.5725065247,rmnch
Sweden,Afghanistan,9.500855463,rmnch
Sweden,Syrian Arab Republic,9.4091118428,rmnch
Belgium,Mali,9.1320063207,rmnch
Sweden,Ethiopia,9.0060509117,rmnch
Belgium,Burkina Faso,8.8614318085,rmnch
Belgium,Uganda,8.8049830973,rmnch
Australia,Solomon Islands,8.7783704931,rmnch
Poland,Belarus,8.7182759877,rmnch
United Kingdom,Malawi,8.5397655748,rmnch
Italy,Sudan,8.2920028428,rmnch
Korea,Côte d'Ivoire,8.181428289,rmnch
Belgium,Yemen,8.1342207254,rmnch
Italy,Uganda,8.0210540855,rmnch
Poland,Ukraine,7.4862798378,rmnch
Switzerland,Cambodia,7.433181775,rmnch
Australia,Myanmar,7.4008945345,rmnch
New Zealand,Samoa,7.2776519625,rmnch
Italy,West Bank and Gaza Strip,7.2750403885,rmnch
Japan,Mongolia,7.1176198346,rmnch
Norway,Ethiopia,7.0542198815,rmnch
Korea,Philippines,7.0315124718,rmnch
Norway,Niger,7.0286747703,rmnch
Japan,Democratic Republic of the Congo,6.9966903667,rmnch
Korea,Uganda,6.9360192334,rmnch
Denmark,Ethiopia,6.8429586503,rmnch
Japan,Viet Nam,6.7362258904,rmnch
Australia,Cambodia,6.6646868403,rmnch
Poland,Viet Nam,6.6303858352,rmnch
Spain,Bolivia,6.1829690651,rmnch
Australia,Afghanistan,5.8121780342,rmnch
Ireland,Zimbabwe,5.8037141243,rmnch
Ireland,Malawi,5.7877057959,rmnch
Luxembourg,Senegal,5.7024879714,rmnch
Italy,Central African Republic,5.5897448203,rmnch
Spain,Guatemala,5.5660405972,rmnch
Italy,Syrian Arab Republic,5.459493013,rmnch
Australia,Vanuatu,5.3503999123,rmnch
Italy,Libya,5.2894297097,rmnch
Spain,Peru,5.2452311502,rmnch
United Kingdom,Democratic Republic of the Congo,5.2187478157,rmnch
Ireland,Uganda,5.0057253042,rmnch
Korea,Democratic Republic of the Congo,4.8843223802,rmnch
Switzerland,Zimbabwe,4.8749191484,rmnch
Finland,Afghanistan,4.7880997094,rmnch
Switzerland,Rwanda,4.69697168,rmnch
Switzerland,South Sudan,4.6646704101,rmnch
Austria,Ethiopia,4.6405216458,rmnch
Spain,West Bank and Gaza Strip,4.6366810871,rmnch
Luxembourg,Lao People's Democratic Republic,4.5068950576,rmnch
Switzerland,Myanmar,4.4938399411,rmnch
Australia,Tonga,4.3471010314,rmnch
Korea,Mozambique,4.3051618932,rmnch
Australia,Nepal,4.2021523306,rmnch
Switzerland,Burundi,4.1762246572,rmnch
United Kingdom,Syrian Arab Republic,4.1432129281,rmnch
Switzerland,Syrian Arab Republic,3.9246127677,rmnch
Spain,Colombia,3.8898605139,rmnch
Spain,Ethiopia,3.8821701072,rmnch
Denmark,Mali,3.7672938676,rmnch
New Zealand,Solomon Islands,3.7349430621,rmnch
Spain,Mozambique,3.7007616144,rmnch
Denmark,Burkina Faso,3.6618512638,rmnch
Austria,West Bank and Gaza Strip,3.6320363523,rmnch
New Zealand,Papua New Guinea,3.6105509516,rmnch
Denmark,Niger,3.5702471858,rmnch
Finland,Tanzania,3.2603106971,rmnch
Spain,Morocco,3.2306743125,rmnch
Denmark,Ghana,3.2201275527,rmnch
Poland,Iran,3.1994199547,rmnch
New Zealand,Vanuatu,3.1180129509,rmnch
Austria,Burkina Faso,3.0720525856,rmnch
Denmark,Tanzania,2.9707166652,rmnch
New Zealand,Myanmar,2.9670206404,rmnch
Spain,Mali,2.9522006402,rmnch
Spain,El Salvador,2.9073074988,rmnch
Ireland,Türkiye,2.9000145606,rmnch
Ireland,South Sudan,2.8788399999,rmnch
Denmark,Afghanistan,2.8618073999,rmnch
New Zealand,Fiji,2.7948404576,rmnch
Portugal,Sao Tome and Principe,2.4672270587,rmnch
United Kingdom,Central African Republic,2.4052512346,rmnch
Denmark,Mozambique,2.3951847937,rmnch
Ireland,Kenya,2.3211040597,rmnch
Finland,Syrian Arab Republic,2.117169986,rmnch
Portugal,Guinea-Bissau,2.0699652166,rmnch
New Zealand,Timor-Leste,2.0462730538,rmnch
Poland,Lao People's Democratic Republic,2.0240603255,rmnch
Luxembourg,Cabo Verde,1.9734277909,rmnch
Poland,Tunisia,1.972344241,rmnch
Iceland,Uganda,1.942396022,rmnch
Austria,Syrian Arab Republic,1.935978523,rmnch
Denmark,Viet Nam,1.7840322424,rmnch
Poland,Philippines,1.7297147852,rmnch
Poland,Georgia,1.7274178282,rmnch
Slovak Republic,Türkiye,1.7218398116,rmnch
Iceland,Malawi,1.7157696337,rmnch
Austria,Lao People's Democratic Republic,1.6323842309,rmnch
Finland,Mozambique,1.6159836519,rmnch
Czechia,Iraq,1.5414915476,rmnch
New Zealand,Lao People's Democratic Republic,1.3838903545,rmnch
Iceland,Sierra Leone,1.3547293992,rmnch
Luxembourg,Bangladesh,1.3464693208,rmnch
Finland,Ethiopia,1.2466842967,rmnch
Hungary,Viet Nam,1.0191185508,rmnch
Luxembourg,Democratic Republic of the Congo,0.9821427061,rmnch
Portugal,Cabo Verde,0.9559420807,rmnch
Lithuania,Türkiye,0.899314156,rmnch
Austria,Uganda,0.8234367755,rmnch
Austria,Jordan,0.8107685174,rmnch
Austria,Mozambique,0.6713986761,rmnch
Luxembourg,Mali,0.5510936129,rmnch
Austria,Kosovo,0.5395671387,rmnch
Luxembourg,Niger,0.517291684,rmnch
Czechia,Syrian Arab Republic,0.5136434001,rmnch
Czechia,Georgia,0.5096429698,rmnch
Austria,Somalia,0.5067303234,rmnch
Austria,Yemen,0.5067303234,rmnch
Hungary,Jordan,0.4308357793,rmnch
Finland,Kenya,0.423833875,rmnch
Luxembourg,Guinea,0.414730099,rmnch
Czechia,Afghanistan,0.396050388,rmnch
Luxembourg,Nepal,0.3932128359,rmnch
Finland,Bangladesh,0.3864609246,rmnch
Hungary,Ukraine,0.3838794184,rmnch
Luxembourg,Mongolia,0.3791289999,rmnch
Portugal,Timor-Leste,0.3346570872,rmnch
Czechia,Zambia,0.3320329367,rmnch
New Zealand,Tokelau,0.323674979,rmnch
Portugal,Mozambique,0.3191775114,rmnch
Czechia,Jordan,0.3141207644,rmnch
Czechia,Cambodia,0.3083529112,rmnch
Czechia,Burkina Faso,0.2746865386,rmnch
Slovak Republic,Kenya,0.2726034043,rmnch
Slovak Republic,South Sudan,0.2697477746,rmnch
Hungary,Kenya,0.2524987415,rmnch
Iceland,Syrian Arab Republic,0.235106587,rmnch
Czechia,Ethiopia,0.1973791934,rmnch
Iceland,Yemen,0.1868159846,rmnch
Lithuania,Ukraine,0.170185959,rmnch
Hungary,Lao People's Democratic Republic,0.1545318941,rmnch
Czechia,Lebanon,0.1373432693,rmnch
Slovak Republic,Lebanon,0.1350219897,rmnch
Slovak Republic,Syrian Arab Republic,0.132057958,rmnch
Lithuania,Afghanistan,0.108386783,rmnch
Hungary,Uzbekistan,0.0897523511,rmnch
Slovenia,Afghanistan,0.0851868049,rmnch
Slovak Republic,Ethiopia,0.071604545,rmnch
Lithuania,Mali,0.0708317504,rmnch
Hungary,South Africa,0.0614394255,rmnch
Finland,Zimbabwe,0.042529718,rmnch
Slovenia,Kenya,0.0403720309,rmnch
Finland,Lao People's Democratic Republic,0.0400201344,rmnch
Lithuania,Syrian Arab Republic,0.0375550326,rmnch
Lithuania,Venezuela,0.0354158752,rmnch
Slovak Republic,Uganda,0.0240355958,rmnch
Lithuania,Sudan,0.0187775163,rmnch
Lithuania,Côte d'Ivoire,0.0177501082,rmnch
Lithuania,Uganda,0.0150167028,rmnch
Lithuania,South Africa,0.0142709124,rmnch
Slovak Republic,Moldova,0.0135069382,rmnch
Slovak Republic,Rwanda,0.0130880872,rmnch
Hungary,Nigeria,0.0122878851,rmnch
Portugal,Uganda,0.0118598339,rmnch
Hungary,Bangladesh,0.0081919234,rmnch
Slovak Republic,North Macedonia,0.0067534691,rmnch
Hungary,Uganda,0.0008311628,rmnch
All DAC members,Colombia,727.9933633942,biodiversity
France,Colombia,319.2525493078,biodiversity
Germany,Colombia,242.5748224492,biodiversity
All DAC members,Indonesia,220.4492854753,biodiversity
All DAC members,Tanzania,182.8309406697,biodiversity
All DAC members,Mexico,182.2270860103,biodiversity
All DAC members,India,170.4463435667,biodiversity
All DAC members,Brazil,156.6287050514,biodiversity
All DAC members,Democratic Republic of the Congo,151.5121328376,biodiversity
All DAC members,Bangladesh,149.7691330197,biodiversity
All DAC members,Ethiopia,149.2707453502,biodiversity
All DAC members,Côte d'Ivoire,146.8147541995,biodiversity
France,Mexico,144.2705777847,biodiversity
France,Côte d'Ivoire,102.6083236514,biodiversity
France,Costa Rica,90.2060145522,biodiversity
Japan,India,86.475088488,biodiversity
France,Senegal,84.5538003525,biodiversity
France,Tanzania,79.0804673465,biodiversity
France,Bangladesh,77.6741745097,biodiversity
Norway,Brazil,72.4190044902,biodiversity
Germany,India,70.1898656729,biodiversity
Germany,Peru,65.7289950551,biodiversity
Germany,Ethiopia,57.2952939245,biodiversity
EU Institutions,Democratic Republic of the Congo,56.329993189,biodiversity
France,Iraq,55.7708187315,biodiversity
France,Cuba,54.2793344637,biodiversity
France,Indonesia,53.9671070246,biodiversity
Germany,Madagascar,51.8148352875,biodiversity
United Kingdom,Colombia,46.7990217826,biodiversity
EU Institutions,Tunisia,45.6652439377,biodiversity
Germany,China (People's Republic of),45.62503051,biodiversity
Korea,Colombia,45.3691932162,biodiversity
EU Institutions,Rwanda,42.8611627214,biodiversity
Germany,Brazil,42.2094839699,biodiversity
Japan,Viet Nam,41.4132056882,biodiversity
Norway,Indonesia,41.103720544,biodiversity
Germany,Niger,40.3788427905,biodiversity
Australia,Indonesia,39.7617525225,biodiversity
Germany,Indonesia,36.2595416081,biodiversity
Germany,Democratic Republic of the Congo,35.7407648965,biodiversity
Norway,Colombia,31.961425016,biodiversity
EU Institutions,Niger,31.0588135662,biodiversity
United States,Peru,30.1369036499,biodiversity
United States,Colombia,29.8159881719,biodiversity
Japan,Brazil,27.2983105981,biodiversity
United States,Nigeria,27.0430999694,biodiversity
United States,Tanzania,25.9344037376,biodiversity
EU Institutions,Tanzania,25.3690666149,biodiversity
EU Institutions,Jordan,24.847050853,biodiversity
EU Institutions,Egypt,24.1006132841,biodiversity
United States,Bangladesh,21.341042954,biodiversity
United States,Philippines,21.0770963071,biodiversity
United States,Ethiopia,21.0357426557,biodiversity
United States,Mozambique,20.802773193,biodiversity
United States,Honduras,19.6899791094,biodiversity
United States,Guatemala,19.5035270405,biodiversity
EU Institutions,Philippines,19.1740673929,biodiversity
EU Institutions,Togo,18.6352881397,biodiversity
EU Institutions,Albania,17.292994759,biodiversity
Norway,Ethiopia,15.6709548962,biodiversity
Sweden,Mali,15.2707126085,biodiversity
Norway,Peru,14.9316504985,biodiversity
Australia,Papua New Guinea,14.5489022606,biodiversity
Korea,Viet Nam,14.4639873145,biodiversity
Belgium,Democratic Republic of the Congo,13.2616351012,biodiversity
Australia,Bangladesh,12.9181405725,biodiversity
United Kingdom,Bangladesh,12.7934596962,biodiversity
Sweden,Guatemala,12.3719768709,biodiversity
Netherlands,Bangladesh,11.7320078467,biodiversity
Korea,Ethiopia,10.6866091129,biodiversity
Italy,Libya,10.6796548213,biodiversity
Netherlands,Ethiopia,10.5848973843,biodiversity
Belgium,Mozambique,10.145421847,biodiversity
Italy,Mozambique,10.1133450273,biodiversity
Netherlands,Democratic Republic of the Congo,9.7139046886,biodiversity
Norway,Mozambique,9.657112929,biodiversity
Sweden,Zambia,9.2996653105,biodiversity
Italy,Tunisia,9.2318170336,biodiversity
Switzerland,Benin,9.1294426527,biodiversity
Japan,Indonesia,8.76026383,biodiversity
Netherlands,Nigeria,8.606551035,biodiversity
Belgium,Uganda,8.1789549614,biodiversity
Italy,Lebanon,7.9845370739,biodiversity
Switzerland,Lao People's Democratic Republic,7.8870349803,biodiversity
Italy,Senegal,7.8455354987,biodiversity
Sweden,Bolivia,7.652265968,biodiversity
Norway,Guyana,7.5400805453,biodiversity
Switzerland,Burkina Faso,7.451413494,biodiversity
Ireland,Ethiopia,7.4076737942,biodiversity
Korea,Indonesia,7.3057919458,biodiversity
Netherlands,Niger,7.2955756728,biodiversity
Italy,Ethiopia,7.1292690799,biodiversity
Korea,Honduras,7.0761999464,biodiversity
United Kingdom,India,6.9800406046,biodiversity
Sweden,Tanzania,6.8092256543,biodiversity
Norway,Democratic Republic of the Congo,6.7420939904,biodiversity
Norway,China (People's Republic of),6.5297378781,biodiversity
Italy,West Bank and Gaza Strip,6.4566215381,biodiversity
Denmark,Kenya,6.4369208442,biodiversity
Italy,Mali,6.2865351319,biodiversity
Australia,Myanmar,5.9553983515,biodiversity
Switzerland,Nepal,5.7657526057,biodiversity
Netherlands,South Sudan,5.6374902908,biodiversity
Belgium,Mali,5.435946771,biodiversity
Switzerland,Afghanistan,5.3820402015,biodiversity
Korea,Lao People's Democratic Republic,5.3238475369,biodiversity
Switzerland,Kosovo,5.2849892469,biodiversity
United Kingdom,Indonesia,5.1274467426,biodiversity
Sweden,Georgia,5.0101421365,biodiversity
Switzerland,Kenya,4.9659123039,biodiversity
Belgium,Peru,4.9275559976,biodiversity
Australia,Solomon Islands,4.9116239339,biodiversity
United Kingdom,Saint Helena,4.8310563158,biodiversity
Korea,Myanmar,4.785135317,biodiversity
Italy,Niger,4.7107562237,biodiversity
Belgium,Ecuador,4.5496469755,biodiversity
Luxembourg,Burkina Faso,4.5310648314,biodiversity
Sweden,Somalia,4.5259972359,biodiversity
Korea,Philippines,4.4895991169,biodiversity
Sweden,Colombia,4.4461959768,biodiversity
Sweden,Zimbabwe,4.3554768983,biodiversity
Sweden,Rwanda,4.3491064148,biodiversity
Japan,Tunisia,4.3123169385,biodiversity
Switzerland,Chad,4.2887045981,biodiversity
Norway,Kenya,4.2086055131,biodiversity
Italy,Kenya,4.1374574969,biodiversity
Korea,Democratic Republic of the Congo,4.1135507971,biodiversity
Belgium,Morocco,4.0095906667,biodiversity
Belgium,Niger,4.0035343722,biodiversity
Australia,Vanuatu,3.9757073665,biodiversity
Spain,Bolivia,3.9515835048,biodiversity
Spain,Peru,3.9156121508,biodiversity
Ireland,Malawi,3.8890068551,biodiversity
Spain,Colombia,3.7747567948,biodiversity
Belgium,West Bank and Gaza Strip,3.7658191148,biodiversity
Belgium,Tanzania,3.7172285344,biodiversity
Korea,Fiji,3.6634362259,biodiversity
Denmark,Burkina Faso,3.6452061875,biodiversity
Spain,Senegal,3.6126208565,biodiversity
Switzerland,Bangladesh,3.5617492398,biodiversity
Austria,Mozambique,3.3135821364,biodiversity
Netherlands,Jordan,3.2724051197,biodiversity
Canada,Ethiopia,3.2296611167,biodiversity
Australia,Cambodia,3.1929752176,biodiversity
United Kingdom,Uganda,3.1665064149,biodiversity
Spain,Ecuador,3.1637145424,biodiversity
Switzerland,Georgia,3.1606441073,biodiversity
Austria,Uganda,3.0440314695,biodiversity
Canada,Bolivia,3.0042819537,biodiversity
Denmark,Uganda,2.97334277,biodiversity
Spain,Guatemala,2.9382443085,biodiversity
Netherlands,Egypt,2.8348284147,biodiversity
Australia,Fiji,2.7691520348,biodiversity
Spain,Mozambique,2.7281960045,biodiversity
Australia,Viet Nam,2.5507747262,biodiversity
Spain,Nicaragua,2.5239782927,biodiversity
Spain,El Salvador,2.5010889069,biodiversity
United Kingdom,South Africa,2.4344619613,biodiversity
Japan,Thailand,2.4320953153,biodiversity
Japan,Democratic Republic of the Congo,2.3210725988,biodiversity
Ireland,Sierra Leone,2.2567161618,biodiversity
Canada,Mozambique,2.2182929916,biodiversity
Japan,Myanmar,2.1771774373,biodiversity
New Zealand,Kiribati,2.1626063201,biodiversity
New Zealand,Tuvalu,2.1456126644,biodiversity
Canada,Kenya,2.0983133995,biodiversity
Austria,Ethiopia,2.0957756102,biodiversity
Spain,Mali,2.0474590777,biodiversity
Canada,Tanzania,2.0365982995,biodiversity
United Kingdom,Yemen,1.9910413569,biodiversity
United Kingdom,Ethiopia,1.967656851,biodiversity
Canada,Burkina Faso,1.8290285839,biodiversity
Ireland,Mozambique,1.7856839502,biodiversity
Japan,Bolivia,1.777411157,biodiversity
Canada,Democratic Republic of the Congo,1.730401631,biodiversity
Australia,Timor-Leste,1.6981642253,biodiversity
Austria,Armenia,1.594891628,biodiversity
United Kingdom,Nepal,1.5800234414,biodiversity
Austria,Nicaragua,1.5613243623,biodiversity
Czechia,Moldova,1.5509277578,biodiversity
Austria,Egypt,1.5133177293,biodiversity
Ireland,Uganda,1.5085243639,biodiversity
Ireland,Kenya,1.4802963568,biodiversity
Canada,South Sudan,1.330461151,biodiversity
Ireland,Chad,1.3041706629,biodiversity
Canada,Honduras,1.2307089517,biodiversity
Canada,Sudan,1.2153928699,biodiversity
New Zealand,Solomon Islands,1.1856211643,biodiversity
Japan,Kosovo,1.1329374193,biodiversity
Czechia,Ethiopia,1.073851977,biodiversity
Ireland,Sudan,0.9885438949,biodiversity
Ireland,West Bank and Gaza Strip,0.9587940681,biodiversity
Czechia,Georgia,0.9023161982,biodiversity
Czechia,Bosnia and Herzegovina,0.8510887712,biodiversity
Denmark,Bangladesh,0.8277204315,biodiversity
Denmark,Niger,0.8038294004,biodiversity
New Zealand,Fiji,0.8032848658,biodiversity
Denmark,Ethiopia,0.7152647311,biodiversity
Ireland,Rwanda,0.6744857226,biodiversity
New Zealand,Sri Lanka,0.6361869662,biodiversity
Austria,Guatemala,0.5464028994,biodiversity
Austria,Albania,0.4916550963,biodiversity
New Zealand,Myanmar,0.4915990193,biodiversity
Austria,Senegal,0.4737284923,biodiversity
Denmark,Myanmar,0.4686928235,biodiversity
Austria,Tanzania,0.4520272316,biodiversity
Denmark,Viet Nam,0.4187867686,biodiversity
Denmark,Indonesia,0.4089204796,biodiversity
Poland,Lebanon,0.4080330091,biodiversity
Luxembourg,Bangladesh,0.3337281333,biodiversity
Poland,Tanzania,0.3109979272,biodiversity
Slovak Republic,Moldova,0.2959433629,biodiversity
Portugal,Cabo Verde,0.2827414403,biodiversity
Portugal,Mozambique,0.2768581816,biodiversity
Portugal,Timor-Leste,0.2740802576,biodiversity
New Zealand,Micronesia,0.2517472059,biodiversity
New Zealand,Vanuatu,0.2496231021,biodiversity
New Zealand,Tokelau,0.2472259398,biodiversity
New Zealand,Samoa,0.2472259398,biodiversity
Finland,Nepal,0.2447616527,biodiversity
Luxembourg,Benin,0.2333808077,biodiversity
Luxembourg,South Sudan,0.2303284004,biodiversity
Luxembourg,Niger,0.2285042922,biodiversity
Poland,Kenya,0.2204718194,biodiversity
Luxembourg,Ethiopia,0.2139591246,biodiversity
Finland,Viet Nam,0.2009285523,biodiversity
Portugal,Sao Tome and Principe,0.1991702699,biodiversity
Finland,Tanzania,0.1746052381,biodiversity
Finland,Madagascar,0.174109848,biodiversity
Luxembourg,Colombia,0.1654217833,biodiversity
Slovak Republic,Ukraine,0.1316446144,biodiversity
Luxembourg,Senegal,0.1258667999,biodiversity
Luxembourg,Democratic Republic of the Congo,0.1258054728,biodiversity
Czechia,Yemen,0.1216949263,biodiversity
Poland,Moldova,0.1146432198,biodiversity
Poland,Belarus,0.1099526064,biodiversity
Poland,Ukraine,0.0954196894,biodiversity
