donor_name_e,recipient_name_e,Total bilateral allocable aid,Aid focused on policy objective - volume,Aid focused on policy objective* - share,marker
Ireland,Ethiopia,48.98558584,26.037671129,54%,nutrition
Canada,Mali,132.34671924,25.62885033,19.5%,nutrition
Australia,Solomon Islands,126.81579154,23.546886955,19.5%,nutrition
Canada,Mozambique,92.30342480,22.580022464,24.5%,nutrition
Italy,Afghanistan,65.43099539,22.109572906,48%,nutrition
Canada,Ethiopia,69.13462996,19.147371878,28%,nutrition
Ireland,Mozambique,31.70118343,18.160270706,60.2%,nutrition
Switzerland,Chad,29.27828207,18.111843133,64%,nutrition
Australia,Myanmar,73.08189518,17.94956958,25%,nutrition
Canada,Democratic Republic of the Congo,76.65333130,17.15804651,22.4%,nutrition
Australia,Papua New Guinea,526.96482511,16.465649968,3.2%,nutrition
Canada,Burkina Faso,59.60568276,16.435815658,28.2%,nutrition
Ireland,Malawi,23.69693232,16.334322566,71%,nutrition
United Kingdom,Pakistan,86.16470639,16.059303232,21.5%,nutrition
Canada,Ghana,57.12117377,15.899864609,28.3%,nutrition
Denmark,Mali,47.92499300,15.273390205,39.1%,nutrition
Ireland,Tanzania,29.01434082,15.167757552,58.3%,nutrition
Australia,Timor-Leste,93.01925105,14.493420498,16.5%,nutrition
United Kingdom,Venezuela,13.72609062,12.624437222,97.9%,nutrition
Switzerland,Burkina Faso,26.35051345,12.487327266,53.8%,nutrition
Switzerland,Myanmar,32.07361780,11.939484601,41.3%,nutrition
Switzerland,Mali,49.90340409,11.805480792,25.1%,nutrition
Switzerland,Yemen,18.24209777,11.686702474,65.9%,nutrition
Italy,Syrian Arab Republic,16.68191335,11.344590539,71.5%,nutrition
United Kingdom,West Bank and Gaza Strip,62.03385234,11.205224301,18.9%,nutrition
Italy,Ethiopia,41.56982363,11.204540066,57.2%,nutrition
Switzerland,Somalia,43.92377429,11.050125233,25.4%,nutrition
Australia,Jordan,11.36437277,10.961693036,96.5%,nutrition
Australia,Syrian Arab Republic,10.94564072,10.810708264,98.8%,nutrition
Switzerland,Democratic Republic of the Congo,45.94640315,10.673935611,24.9%,nutrition
Italy,Somalia,28.42798817,10.529190307,38.9%,nutrition
Switzerland,Syrian Arab Republic,43.69272838,10.492241066,26.3%,nutrition
Switzerland,South Sudan,23.99535432,10.122980215,45.8%,nutrition
Spain,Guatemala,31.83201835,9.710148428,30.5%,nutrition
Italy,Libya,37.47353378,9.489932167,27.7%,nutrition
Ireland,Uganda,28.19600658,9.154939445,48%,nutrition
Spain,Morocco,31.83163977,9.027796319,28.4%,nutrition
Korea,Yemen,19.02120136,8.457981349,71.8%,nutrition
Korea,Ethiopia,106.66592234,8.278948984,14.2%,nutrition
Ireland,South Sudan,11.66187580,8.249696342,71.9%,nutrition
Spain,Bolivia,31.82027944,8.212350059,25.8%,nutrition
Denmark,Afghanistan,83.70888243,8.143540734,9.7%,nutrition
Spain,Senegal,21.71783326,7.718917248,35.5%,nutrition
Ireland,Yemen,7.89557025,7.625857705,96.6%,nutrition
Australia,Lebanon,7.65824970,6.989729924,91.3%,nutrition
Italy,Sudan,20.30732751,6.857203311,38.4%,nutrition
Ireland,Sudan,7.34177473,6.350822821,86.5%,nutrition
Australia,Philippines,62.09188395,6.159491977,10.2%,nutrition
Ireland,Sierra Leone,18.52788908,6.072622186,33.4%,nutrition
Spain,Peru,32.28930846,6.017617896,18.6%,nutrition
Iceland,Uganda,8.00387508,5.949569787,74.3%,nutrition
Spain,Mozambique,13.02238623,5.912854676,45.4%,nutrition
Ireland,Somalia,8.85792693,5.826960674,66.8%,nutrition
Italy,Burkina Faso,13.52039402,5.721101799,50%,nutrition
Italy,Lebanon,28.57790259,5.661650616,31.8%,nutrition
Italy,Senegal,21.34855641,5.201868288,47.4%,nutrition
Korea,Afghanistan,23.56729746,5.105494891,28.1%,nutrition
Italy,South Sudan,6.83418641,5.050277228,89.7%,nutrition
Iceland,Malawi,8.45925433,4.851339192,57.3%,nutrition
Spain,West Bank and Gaza Strip,31.84826912,4.646068251,14.6%,nutrition
Spain,El Salvador,27.73804093,4.416979479,15.9%,nutrition
Spain,Niger,11.17627257,4.411378274,39.5%,nutrition
Spain,Mali,13.70955219,4.207472299,30.7%,nutrition
Korea,Pakistan,10.78748521,4.025765063,56.7%,nutrition
Korea,Kenya,27.13911131,4.004470652,58.9%,nutrition
Korea,Uganda,37.89708061,3.994761414,40.2%,nutrition
New Zealand,Myanmar,19.71833724,3.981756525,20.2%,nutrition
Korea,Madagascar,32.35492231,3.409846963,11.7%,nutrition
New Zealand,Kiribati,32.17944136,3.355430615,10.4%,nutrition
Korea,Lao People's Democratic Republic,62.85334754,3.315834624,21.4%,nutrition
Korea,Iraq,20.59108092,2.547542802,33.2%,nutrition
Korea,Bangladesh,114.67783123,2.514188819,2.6%,nutrition
New Zealand,Rwanda,2.53799777,2.445544285,96.4%,nutrition
Hungary,Mongolia,9.21104859,2.148017294,100%,nutrition
Denmark,Kenya,155.47042030,1.638294916,1.1%,nutrition
New Zealand,South Sudan,1.41755602,1.417556022,100%,nutrition
Czechia,Mali,2.26698272,1.31247596,57.9%,nutrition
Denmark,Nigeria,3.77867343,1.30007267,34.4%,nutrition
Denmark,Indonesia,7.53221575,1.250445159,16.9%,nutrition
Denmark,Albania,1.24369930,1.228721187,98.8%,nutrition
New Zealand,Fiji,26.68965464,1.186808256,4.4%,nutrition
Iceland,Afghanistan,1.55463427,1.176001815,75.6%,nutrition
New Zealand,Afghanistan,4.64744872,1.159218239,24.9%,nutrition
Iceland,Syrian Arab Republic,1.38871306,1.146649661,82.6%,nutrition
Czechia,Zambia,4.00499577,1.051828282,31.3%,nutrition
Czechia,Afghanistan,2.63941790,0.927138188,35.1%,nutrition
Hungary,Lao People's Democratic Republic,7.10272254,0.903953663,100%,nutrition
Lithuania,Türkiye,0.97146986,0.899314156,95.8%,nutrition
Poland,Syrian Arab Republic,1.56342611,0.879604191,56.3%,nutrition
Denmark,Syrian Arab Republic,57.95574066,0.7949465,1.5%,nutrition
Czechia,Iraq,4.72285780,0.785482892,17.3%,nutrition
Poland,Lebanon,3.47110903,0.72447987,20.9%,nutrition
Denmark,Uganda,35.73013359,0.720849763,2.2%,nutrition
New Zealand,Yemen,2.49647262,0.698278291,28%,nutrition
New Zealand,Timor-Leste,25.93980815,0.698278291,2.7%,nutrition
Iceland,Sierra Leone,2.45550274,0.626510803,25.5%,nutrition
Czechia,Ethiopia,6.30932785,0.551950261,9.5%,nutrition
Iceland,Yemen,1.01181506,0.538924655,53.3%,nutrition
Iceland,Ethiopia,0.80380237,0.507394394,63.1%,nutrition
Czechia,Yemen,0.69056507,0.494435769,71.6%,nutrition
Iceland,West Bank and Gaza Strip,0.99934025,0.469028456,46.9%,nutrition
Iceland,Mozambique,0.85132595,0.462824118,54.4%,nutrition
Czechia,Syrian Arab Republic,3.55812550,0.459196644,13.3%,nutrition
Czechia,Burkina Faso,0.46357754,0.274686539,59.3%,nutrition
Iceland,Jordan,0.23008837,0.230088374,100%,nutrition
Poland,West Bank and Gaza Strip,1.37824363,0.212576521,15.4%,nutrition
Poland,Afghanistan,0.76857393,0.197698333,25.7%,nutrition
Poland,Yemen,0.55484199,0.158158666,28.5%,nutrition
Czechia,Cambodia,2.53644186,0.146017837,6.3%,nutrition
Czechia,Lebanon,1.66949561,0.137343269,8.2%,nutrition
Denmark,Viet Nam,2.76507096,0.099863122,11.7%,nutrition
Poland,South Sudan,0.11463008,0.094488732,82.4%,nutrition
Poland,Iraq,1.23917544,0.0834094,6.7%,nutrition
Denmark,Pakistan,5.08312495,0.081898035,1.6%,nutrition
Poland,Armenia,1.11965193,0.078953404,7.1%,nutrition
Poland,Kenya,3.41201049,0.078494418,2.3%,nutrition
Poland,Senegal,0.43792596,0.075388082,17.2%,nutrition
Hungary,Uzbekistan,0.61374973,0.074418504,100%,nutrition
Lithuania,Mali,0.19252574,0.07083175,36.8%,nutrition
Lithuania,Afghanistan,0.18445473,0.07083175,63.4%,nutrition
Hungary,Syrian Arab Republic,15.97031199,0.054066694,100%,nutrition
Hungary,Ukraine,24.22949942,0.040959617,100%,nutrition
Lithuania,Syrian Arab Republic,0.08115017,0.037555033,84.7%,nutrition
Lithuania,Venezuela,0.03920432,0.035415875,95.4%,nutrition
Hungary,Lebanon,5.91579064,0.034806004,100%,nutrition
Hungary,Mauritania,0.04278040,0.032793934,100%,nutrition
Lithuania,Georgia,1.50977280,0.023374478,3.6%,nutrition
Hungary,Yemen,1.36276129,0.022904106,100%,nutrition
Hungary,Nigeria,3.40487482,0.022764268,100%,nutrition
Hungary,Uganda,5.80957518,0.018888349,100%,nutrition
Lithuania,Sudan,0.01913168,0.018777516,100%,nutrition
Slovak Republic,Lesotho,0.01876754,0.018767535,100%,nutrition
Slovak Republic,Rwanda,1.96868696,0.01818281,1%,nutrition
Lithuania,Côte d'Ivoire,0.05114522,0.017750108,100%,nutrition
Slovak Republic,Uganda,0.21114043,0.016540075,39%,nutrition
Lithuania,Ukraine,3.37378148,0.015022013,0.8%,nutrition
Lithuania,South Africa,0.02199327,0.014270912,95.7%,nutrition
Slovak Republic,Kyrgyzstan,0.01374982,0.013749823,100%,nutrition
Slovak Republic,Ethiopia,0.35822191,0.013483242,26.2%,nutrition
Slovak Republic,Albania,0.43116273,0.013056704,8.3%,nutrition
Slovak Republic,Kenya,1.84568390,0.00566936,0.4%,nutrition
Slovak Republic,Georgia,1.32817282,0.003850662,0.5%,nutrition
All DAC members,Bangladesh,4 144.52542916,1 215.81315584386,42.4%,disability
All DAC members,India,5 524.27105582,1 188.83774301589,39.8%,disability
Japan,India,2 800.66151815,1 180.62003197235,42.4%,disability
Japan,Bangladesh,2 315.51722318,1 033.39955714993,44.8%,disability
All DAC members,Türkiye,2 757.75169050,450.07127613677,29.6%,disability
All DAC members,Indonesia,2 905.71649847,446.34908765996,34.6%,disability
EU Institutions,Türkiye,1 553.52308153,442.77668154698,39.5%,disability
Japan,Indonesia,717.95595658,416.99875842801,58.9%,disability
All DAC members,Syrian Arab Republic,2 882.22866463,389.67961686175,36.9%,disability
All DAC members,Ethiopia,3 101.67140471,250.69844143701,29.2%,disability
All DAC members,Tanzania,1 681.19716591,235.80429360776,35.7%,disability
EU Institutions,Syrian Arab Republic,456.95310211,224.61540005105,49.2%,disability
United Kingdom,Ethiopia,222.36596460,182.75324538552,82.6%,disability
All DAC members,Morocco,2 119.36439047,180.97392364244,44.5%,disability
All DAC members,Afghanistan,3 781.61743791,180.02423972075,20.8%,disability
EU Institutions,Morocco,524.49619332,171.96410153925,70.1%,disability
All DAC members,Lebanon,1 491.56141226,158.00782368195,32.4%,disability
EU Institutions,Iraq,240.69864961,119.52428686707,49.7%,disability
EU Institutions,Lebanon,152.53245268,110.96907653254,72.8%,disability
EU Institutions,Tanzania,197.43232866,109.09735930315,55.3%,disability
EU Institutions,Ukraine,848.57377538,95.72700067837,33.9%,disability
United Kingdom,Syrian Arab Republic,140.89982473,91.28033656471,65.3%,disability
EU Institutions,Tajikistan,85.44728610,80.47787592458,94.2%,disability
EU Institutions,Mali,203.42297075,76.09998656838,37.4%,disability
Canada,Afghanistan,135.15367147,74.09049752928,54.8%,disability
EU Institutions,Nigeria,85.50999913,71.68374171080,83.8%,disability
United Kingdom,Somalia,119.30240236,57.06026769075,47.8%,disability
Australia,Bangladesh,95.12178857,56.46478813347,61.9%,disability
United Kingdom,Yemen,238.64354287,55.50476914590,23.3%,disability
Australia,Papua New Guinea,526.96482511,51.23127076311,9.9%,disability
United Kingdom,Pakistan,86.16470639,51.21468621847,67.9%,disability
United Kingdom,Nigeria,109.44382141,47.39241385182,45%,disability
United Kingdom,Bangladesh,48.66333396,39.97860441443,91.5%,disability
United Kingdom,Sudan,77.72087762,39.01512568736,51.5%,disability
United Kingdom,Zimbabwe,50.29384312,38.30524654348,83.7%,disability
Sweden,Somalia,85.13300602,37.01314943838,43.5%,disability
United Kingdom,Montserrat,39.87928273,36.71139005670,92.1%,disability
Canada,Mozambique,92.30342480,36.33060968281,39.4%,disability
Canada,South Sudan,97.05478364,32.19807387081,33.2%,disability
Australia,Vanuatu,78.10746858,31.86057757476,43%,disability
Korea,Guatemala,52.27503106,28.96275511336,66.6%,disability
Sweden,Tanzania,79.72342350,28.02753696479,35.4%,disability
Canada,Senegal,70.10984850,27.56514493524,39.4%,disability
Canada,Tanzania,65.01095069,26.30704622283,40.5%,disability
Australia,Indonesia,275.95728307,25.69028371576,9.9%,disability
Korea,Dominican Republic,51.36893024,22.68459660812,48.7%,disability
Australia,Timor-Leste,93.01925105,21.39225140456,24.7%,disability
Canada,Bangladesh,88.72752441,20.80997434612,23.5%,disability
Ireland,Mozambique,31.70118343,18.54049881017,61.7%,disability
Canada,Ghana,57.12117377,16.62525777358,29.1%,disability
Canada,Burkina Faso,59.60568276,16.36764214513,27.5%,disability
Australia,Philippines,62.09188395,16.26068527186,27.2%,disability
Ireland,Ethiopia,48.98558584,15.86078561852,32.9%,disability
Australia,Myanmar,73.08189518,15.74621808217,22.1%,disability
Korea,Senegal,29.43367303,15.64370614370,86.8%,disability
Sweden,Syrian Arab Republic,61.42342638,15.63662682873,27.4%,disability
Sweden,Afghanistan,27.80095449,15.12613740543,55%,disability
Australia,Afghanistan,51.39378030,14.97604444011,29.2%,disability
Australia,Solomon Islands,126.81579154,14.81728883519,12.9%,disability
Canada,Mali,132.34671924,14.49529178141,11%,disability
Norway,Tanzania,56.02333078,14.41944079450,25.7%,disability
Ireland,Malawi,23.69693232,13.92421250047,60.5%,disability
Sweden,Zambia,47.32939470,13.73061587177,29.2%,disability
Switzerland,Syrian Arab Republic,43.69272838,13.54656906953,33.8%,disability
Sweden,South Sudan,38.22376180,12.98084075566,34.1%,disability
Norway,Uganda,46.56724068,12.33227504585,26.5%,disability
Finland,Nepal,18.22420225,12.20076768178,70.6%,disability
Italy,Mozambique,32.59896449,12.08202683633,55.4%,disability
Sweden,Yemen,16.47018641,11.70362609956,71.4%,disability
Italy,Jordan,20.33610228,11.43987885910,70%,disability
New Zealand,Fiji,26.68965464,11.20725925256,42%,disability
Norway,Ethiopia,81.35360948,11.07136503365,13.6%,disability
Ireland,Tanzania,29.01434082,10.80326561590,42.8%,disability
Italy,Afghanistan,65.43099539,10.54681778881,24.6%,disability
Italy,Sudan,20.30732751,10.03697434745,65.6%,disability
Sweden,Ukraine,37.40822805,9.99728956509,30.1%,disability
Norway,Somalia,71.39891443,9.93974265569,13.9%,disability
Japan,Syrian Arab Republic,65.47144474,9.78547580831,18.4%,disability
Finland,Afghanistan,19.74731571,9.49819689101,66.8%,disability
Australia,Cambodia,63.54481082,9.47631849331,15.1%,disability
Norway,Malawi,97.89939159,9.30423297651,9.5%,disability
Sweden,Ethiopia,20.51905504,9.01930914579,45.4%,disability
Sweden,West Bank and Gaza Strip,26.98428569,8.74160782645,32.4%,disability
Norway,Syrian Arab Republic,118.92641814,8.49965129930,7.1%,disability
Finland,Ethiopia,22.71230804,8.09887884328,39.8%,disability
Finland,Tanzania,16.40701290,7.93329696012,52.9%,disability
Ireland,Uganda,28.19600658,7.89770683140,40.4%,disability
Italy,Syrian Arab Republic,16.68191335,7.52651255944,65.9%,disability
Italy,Ethiopia,41.56982363,7.45221771518,40.6%,disability
Italy,West Bank and Gaza Strip,30.51318368,7.35342036838,44.7%,disability
Ireland,Yemen,7.89557025,7.24678956135,91.8%,disability
Ireland,Syrian Arab Republic,9.35947302,6.98666165914,75.4%,disability
New Zealand,Vanuatu,24.18892635,6.88854558248,28.5%,disability
Italy,Lebanon,28.57790259,6.63738100548,38.4%,disability
Switzerland,Myanmar,32.07361780,6.58289977741,22.1%,disability
Switzerland,Tanzania,43.08164769,6.45808059215,15.2%,disability
Iceland,Uganda,8.00387508,6.36605573779,79.5%,disability
Canada,Somalia,29.17444450,6.25915106332,21.5%,disability
Norway,Mozambique,66.67590122,6.24249421096,9.4%,disability
Finland,Somalia,34.06137549,6.09727786944,20.6%,disability
Italy,Libya,37.47353378,6.03146927185,20.9%,disability
Italy,Somalia,28.42798817,5.84125949268,45.7%,disability
Finland,Myanmar,12.65030917,5.42723905051,90.6%,disability
New Zealand,Kiribati,32.17944136,5.28525136366,16.4%,disability
Norway,Nepal,28.29541032,5.13494322898,18.1%,disability
Finland,West Bank and Gaza Strip,11.50640122,5.10227351667,57.3%,disability
Ireland,Somalia,8.85792693,4.84995511874,55.6%,disability
Switzerland,Albania,32.13656950,4.77199919684,21%,disability
Austria,West Bank and Gaza Strip,7.37308216,4.75200578814,64.5%,disability
Finland,Syrian Arab Republic,18.94534648,4.72069920298,35.3%,disability
Norway,Jordan,28.36805353,4.66872738869,16.5%,disability
Switzerland,Afghanistan,42.00995539,4.46836674331,10.7%,disability
Ireland,Sudan,7.34177473,4.46216971660,60.8%,disability
Norway,Myanmar,36.20538897,4.44883379458,12.3%,disability
Ireland,South Sudan,11.66187580,4.43971430692,38.7%,disability
Iceland,Malawi,8.45925433,4.35853675385,51.5%,disability
Switzerland,Zimbabwe,11.24272679,4.34590835142,40.8%,disability
Switzerland,West Bank and Gaza Strip,48.22146546,3.99215699239,8.6%,disability
Switzerland,Somalia,43.92377429,3.94543800258,9%,disability
Switzerland,Benin,50.28288454,3.67469603566,7.4%,disability
Austria,Ethiopia,14.21303371,3.19652390488,23.7%,disability
Spain,Morocco,31.83163977,2.91463289169,9.2%,disability
Austria,Mozambique,19.80055587,2.67396543872,13.5%,disability
New Zealand,Cambodia,8.74969938,2.53070676881,28.9%,disability
New Zealand,Myanmar,19.71833724,2.44554428546,12.4%,disability
Finland,Yemen,6.90649004,2.24442173879,32.5%,disability
Finland,Kenya,4.93046015,2.19184148822,63.7%,disability
Switzerland,Bosnia and Herzegovina,23.62201485,2.13166319606,13.2%,disability
Austria,Uganda,21.10660268,1.97290233887,9.7%,disability
New Zealand,Papua New Guinea,26.90069918,1.92169318960,7.1%,disability
Japan,Mongolia,30.53876029,1.91322543443,7.1%,disability
Spain,Senegal,21.71783326,1.75045382128,8.1%,disability
Denmark,Somalia,37.35646324,1.63829491571,4.4%,disability
Austria,Georgia,3.90136954,1.61193067913,41.3%,disability
New Zealand,Solomon Islands,33.97779966,1.60518255341,4.7%,disability
Japan,Jordan,31.11932496,1.51513444929,5.8%,disability
New Zealand,Tokelau,6.76182397,1.43855546204,21.3%,disability
Austria,Lebanon,6.21887905,1.43369856011,24.3%,disability
Iceland,Sierra Leone,2.45550274,1.43212556390,58.3%,disability
New Zealand,Nauru,8.91906259,1.39655658157,15.7%,disability
Korea,Nepal,18.73608234,1.34132897969,35.8%,disability
Spain,Jordan,3.72178414,1.21085402774,32.5%,disability
Japan,Türkiye,291.10608058,1.20946701973,0.4%,disability
Denmark,Tanzania,23.95543781,1.19241974996,8.8%,disability
Iceland,Afghanistan,1.55463427,1.18408074575,76.2%,disability
Spain,West Bank and Gaza Strip,31.84826912,1.17204377233,3.7%,disability
Iceland,Syrian Arab Republic,1.38871306,1.16852707108,84.1%,disability
Japan,Lebanon,15.90619882,1.13434930382,9%,disability
Spain,Guatemala,31.83201835,1.13059064693,3.6%,disability
Spain,Bolivia,31.82027944,1.10712335000,3.5%,disability
New Zealand,Iraq,3.13896528,1.07891659653,34.4%,disability
Czechia,Afghanistan,2.63941790,1.06146084131,40.2%,disability
Austria,Burkina Faso,12.43701935,1.02962072377,9.4%,disability
Iceland,Yemen,1.01181506,1.01181505908,100%,disability
Spain,Haiti,8.80662622,0.95708911423,10.9%,disability
Japan,Egypt,131.19502552,0.93914554139,0.7%,disability
Poland,Syrian Arab Republic,1.56342611,0.90500659861,57.9%,disability
Japan,Armenia,3.86516010,0.87660670811,23.9%,disability
Czechia,Moldova,6.91437448,0.84108005980,13.5%,disability
Austria,Armenia,4.36889640,0.83820395315,19.2%,disability
Denmark,Kenya,155.47042030,0.81914745785,0.5%,disability
Austria,Jordan,5.42889429,0.81856912042,15.1%,disability
Spain,Lebanon,8.25768339,0.80959776070,9.8%,disability
Iceland,West Bank and Gaza Strip,0.99934025,0.80883704143,80.9%,disability
Spain,Mozambique,13.02238623,0.77947451974,6%,disability
Czechia,Cambodia,2.53644186,0.74095401993,32%,disability
Spain,El Salvador,27.73804093,0.71678484673,2.6%,disability
Czechia,Jordan,2.43020207,0.66859029280,27.5%,disability
Austria,Bhutan,1.80611028,0.65207421867,36.1%,disability
Czechia,Belarus,1.60935461,0.65110735501,40.5%,disability
Poland,Belarus,39.11683175,0.63421079600,1.6%,disability
Denmark,Afghanistan,83.70888243,0.61436059339,0.7%,disability
Czechia,Ukraine,4.47451346,0.58298622257,13.1%,disability
Czechia,Bosnia and Herzegovina,6.51465262,0.56422018422,11.2%,disability
Czechia,Myanmar,1.56768789,0.54660836344,36.9%,disability
Czechia,Iraq,4.72285780,0.50609412545,11.1%,disability
Poland,Ukraine,42.46712002,0.50397638334,1.2%,disability
Iceland,Ethiopia,0.80380237,0.48798761215,60.7%,disability
Korea,Lebanon,3.44781926,0.48271258522,14.6%,disability
Poland,Georgia,3.66190780,0.46450932456,12.7%,disability
Czechia,Georgia,4.89931403,0.46193684427,9.8%,disability
Denmark,Indonesia,7.53221575,0.45044918707,6%,disability
Poland,Lebanon,3.47110903,0.39802552631,11.5%,disability
Poland,West Bank and Gaza Strip,1.37824363,0.33243029974,24.1%,disability
Iceland,Türkiye,0.36177970,0.31326532769,86.6%,disability
Korea,Uzbekistan,146.32279222,0.24255728152,0.2%,disability
Korea,Uganda,37.89708061,0.21803436137,2.1%,disability
Iceland,Lebanon,0.42965602,0.20343833436,47.3%,disability
Poland,Iraq,1.23917544,0.20018255979,16.2%,disability
Poland,Kenya,3.41201049,0.18346496347,5.4%,disability
Poland,Yemen,0.55484199,0.16681879982,30.1%,disability
Denmark,India,4.05601772,0.14524094938,4.1%,disability
