donor_name_e,variable,2023,2024,marker
Netherlands,Total of aid focused on policy objective,181.060035553739,44.585450449604,desertification
Netherlands,Not targeted,4021.58118505227,2521.49614722879,desertification
Netherlands,Not screened,0,0,desertification
Netherlands,Total bilateral allocable aid,4202.64122060601,2566.0815976784,desertification
Netherlands,as % of screened aid,4.30824393636035,1.73749153144396,desertification
Netherlands,Total bilateral non-allocable aid,1796.98109185622,1824.81486209024,desertification
Norway,Principal objective,1.66387838871471,0,desertification
Norway,Significant objective,147.624791620798,87.3984764225978,desertification
Norway,Total of aid focused on policy objective,149.288670009513,87.3984764225978,desertification
Norway,Not targeted,4296.7642044141,2392.60113807827,desertification
Norway,Not screened,,,desertification
Norway,Total bilateral allocable aid,4446.05287442362,2479.99961450087,desertification
Norway,as % of screened aid,3.35777990559472,3.52413266161688,desertification
Norway,Total bilateral non-allocable aid,606.537264343805,595.268960715183,desertification
Spain,Principal objective,37.623757462425,50.8234827060351,desertification
Spain,Significant objective,105.784985953881,129.794182111188,desertification
Spain,Total of aid focused on policy objective,143.408743416306,180.617664817223,desertification
Spain,Not targeted,986.876861809501,1026.4547569044,desertification
Spain,Not screened,12.3665171334585,0.356053298723772,desertification
Spain,Total bilateral allocable aid,1142.65212235926,1207.42847502035,desertification
Spain,as % of screened aid,12.6878324162728,14.9632831938626,desertification
Spain,Total bilateral non-allocable aid,525.184390106563,671.25746789509,desertification
Sweden,Principal objective,20.3585593120272,3.3250380855956,desertification
Sweden,Significant objective,81.0617617272383,41.0278090137487,desertification
Sweden,Total of aid focused on policy objective,101.420321039265,44.3528470993443,desertification
Sweden,Not targeted,1828.71899927349,1395.73203738898,desertification
Sweden,Not screened,135.29140835634,32.0860341776823,desertification
Sweden,Total bilateral allocable aid,2065.4307286691,1472.17091866601,desertification
Sweden,as % of screened aid,5.25455960468342,3.07987727508876,desertification
Sweden,Total bilateral non-allocable aid,488.70409326473,353.911059388927,desertification
Switzerland,Principal objective,0.8200566142432,0.315507098239637,desertification
Switzerland,Significant objective,54.7296328902087,56.7378943781942,desertification
Switzerland,Total of aid focused on policy objective,55.5496895044519,57.0534014764339,desertification
Switzerland,Not targeted,2478.74112648381,1967.85859973879,desertification
Switzerland,Not screened,,,desertification
Switzerland,Total bilateral allocable aid,2534.29081598827,2024.91200121522,desertification
Switzerland,as % of screened aid,2.1919224563338,2.81757436580919,desertification
Switzerland,Total bilateral non-allocable aid,1750.80889576362,1387.00172282794,desertification
United Kingdom,Principal objective,5.17559549391853,29.8313139772582,desertification
United Kingdom,Significant objective,278.175882562753,561.476289062476,desertification
United Kingdom,Total of aid focused on policy objective,283.351478056672,591.307603039734,desertification
United Kingdom,Not targeted,5313.77079882647,6790.61113658929,desertification
United Kingdom,Not screened,273.108556311772,1148.4772134835,desertification
United Kingdom,Total bilateral allocable aid,5870.23083319492,8530.39595311253,desertification
United Kingdom,as % of screened aid,5.06244930947731,8.01021555365225,desertification
United Kingdom,Total bilateral non-allocable aid,4141.33532053752,4363.2182738969,desertification
Czechia,Principal objective,0.0279637164583207,0.851329994531025,desertification
Czechia,Significant objective,2.01897044032061,1.96290441350622,desertification
Czechia,Total of aid focused on policy objective,2.04693415677893,2.81423440803724,desertification
Czechia,Not targeted,70.6899913539841,67.6723145767573,desertification
Czechia,Not screened,1.4065973088267,0.0629147485778511,desertification
Czechia,Total bilateral allocable aid,74.1435228195897,70.5494637333724,desertification
Czechia,as % of screened aid,2.81416095388311,3.99258361853455,desertification
Czechia,Total bilateral non-allocable aid,418.308942558819,163.293948815558,desertification
Greece,Principal objective,,,desertification
Greece,Significant objective,,,desertification
Greece,Total of aid focused on policy objective,0,0,desertification
Greece,Not targeted,4.17807740810525,11.5969193995241,desertification
Greece,Not screened,,,desertification
Greece,Total bilateral allocable aid,4.17807740810525,11.5969193995241,desertification
Greece,as % of screened aid,0,0,desertification
Greece,Total bilateral non-allocable aid,53.1514806773858,54.4446014492754,desertification
Iceland,Principal objective,1.27886593284844,1.213355055,desertification
Iceland,Significant objective,3.68822904735514,3.5614367517,desertification
Iceland,Total of aid focused on policy objective,4.96709498020358,4.7747918067,desertification
Iceland,Not targeted,67.2966465985026,64.1246777847,desertification
Iceland,Not screened,,,desertification
Iceland,Total bilateral allocable aid,72.2637415787062,68.8994695914,desertification
Iceland,as % of screened aid,6.87356462824951,6.93008499922616,desertification
Iceland,Total bilateral non-allocable aid,19.8141804031848,20.107077318,desertification
Portugal,Principal objective,0.0800370159402888,,desertification
Portugal,Significant objective,2.31096511045914,0.634162881245944,desertification
Portugal,Total of aid focused on policy objective,2.39100212639943,0.634162881245944,desertification
Portugal,Not targeted,197.794548844385,132.108949816137,desertification
Portugal,Not screened,2.30288137638359,,desertification
Portugal,Total bilateral allocable aid,202.488432347168,132.743112697383,desertification
Portugal,as % of screened aid,1.1943929593342,0.477736937427149,desertification
Portugal,Total bilateral non-allocable aid,32.8353399597229,60.1470560242267,desertification
Poland,Principal objective,0.0201315064601286,0.0402833657797967,desertification
Poland,Significant objective,1.58110887467849,1.04539973395112,desertification
Poland,Total of aid focused on policy objective,1.60124038113862,1.08568309973091,desertification
Poland,Not targeted,140.979554129738,148.823819942189,desertification
Poland,Not screened,132.120094467704,17.807950075371,desertification
Poland,Total bilateral allocable aid,274.700888978581,167.717453117291,desertification
Poland,as % of screened aid,1.1230407199172,0.724225667953364,desertification
Poland,Total bilateral non-allocable aid,1606.35396404253,579.802287308166,desertification
Slovak Republic,Principal objective,0.234809705188002,0,desertification
Slovak Republic,Significant objective,,0.02162016,desertification
Slovak Republic,Total of aid focused on policy objective,0.234809705188002,0.02162016,desertification
Slovak Republic,Not targeted,34.5524976587379,26.43529835,desertification
Slovak Republic,Not screened,0.016773798986082,,desertification
Slovak Republic,Total bilateral allocable aid,34.804081162912,26.45691851,desertification
Slovak Republic,as % of screened aid,0.67498672067818,0.0817183603291826,desertification
Slovak Republic,Total bilateral non-allocable aid,4.79294873292416,12.853496749,desertification
Latvia,Principal objective,,,desertification
Latvia,Significant objective,,,desertification
Latvia,Total of aid focused on policy objective,0,0,desertification
Latvia,Not targeted,36.1612401643623,9.14461804023362,desertification
Latvia,Not screened,,,desertification
Latvia,Total bilateral allocable aid,36.1612401643623,9.14461804023362,desertification
Latvia,as % of screened aid,0,0,desertification
Latvia,Total bilateral non-allocable aid,46.984631503333,16.0796440254813,desertification
Slovenia,Principal objective,0.0812428067918771,,desertification
Slovenia,Significant objective,0.0588618682817181,,desertification
Slovenia,Total of aid focused on policy objective,0.140104675073595,0,desertification
Slovenia,Not targeted,16.9483182306899,25.5797589342418,desertification
Slovenia,Not screened,15.0892978882725,2.46856270256327,desertification
Slovenia,Total bilateral allocable aid,32.177720794036,28.0483216368051,desertification
Slovenia,as % of screened aid,0.819880663336941,0,desertification
Slovenia,Total bilateral non-allocable aid,44.4606259727245,28.5037613874162,desertification
New Zealand,Principal objective,,,desertification
New Zealand,Significant objective,19.5132489546145,20.4673711054669,desertification
New Zealand,Total of aid focused on policy objective,19.5132489546145,20.4673711054669,desertification
New Zealand,Not targeted,476.114344249012,476.596503041337,desertification
New Zealand,Not screened,0,0,desertification
New Zealand,Total bilateral allocable aid,495.627593203627,497.063874146804,desertification
New Zealand,as % of screened aid,3.93707881122704,4.11765412254079,desertification
New Zealand,Total bilateral non-allocable aid,161.615206115771,137.235346123609,desertification
Lithuania,Principal objective,,,desertification
Lithuania,Significant objective,,,desertification
Lithuania,Total of aid focused on policy objective,0,0,desertification
Lithuania,Not targeted,26.4428356617324,67.147900519914,desertification
Lithuania,Not screened,52.6173138422771,11.430828705638,desertification
Lithuania,Total bilateral allocable aid,79.0601495040095,78.578729225552,desertification
Lithuania,as % of screened aid,0,0,desertification
Lithuania,Total bilateral non-allocable aid,39.4882061854276,16.794169736812,desertification
Austria,Principal objective,74.894993135702,99.6684501081549,dig
Austria,Significant objective,72.5793585069847,66.9351078087822,dig
Austria,Total of aid focused on policy objective,147.474351642687,166.603557916937,dig
Austria,Not targeted,321.580197360013,273.46819391088,dig
Austria,Not screened,0.281399136209114,0.0178297966688298,dig
Austria,Total bilateral allocable aid,469.335948138908,440.089581624486,dig
Austria,as % of screened aid,31.4407678075494,37.858271344379,dig
Austria,Total bilateral non-allocable aid,549.653010683639,402.275709658231,dig
Canada,Principal objective,30.2450921851098,20.2243780510065,dig
Canada,Significant objective,377.623446625963,100.414707759603,dig
Canada,Total of aid focused on policy objective,407.868538811073,120.639085810609,dig
Canada,Not targeted,4213.83493625764,3161.97735149005,dig
Canada,Not screened,118.805566681412,20.9397996228701,dig
Canada,Total bilateral allocable aid,4740.50904175012,3303.55623692353,dig
Canada,as % of screened aid,8.82506939294735,3.67508931106836,dig
Canada,Total bilateral non-allocable aid,2022.10395962474,2129.46806473288,dig
Czechia,Principal objective,4.29963831442263,9.53658141667994,dig
Czechia,Significant objective,17.4401222741394,27.5514583216705,dig
Czechia,Total of aid focused on policy objective,21.739760588562,37.0880397383504,dig
Czechia,Not targeted,50.997164922201,31.6012041163729,dig
Czechia,Not screened,1.4065973088267,1.86021987864903,dig
Czechia,Total bilateral allocable aid,74.1435228195897,70.5494637333724,dig
Czechia,as % of screened aid,29.8882038743102,53.9939554681823,dig
Czechia,Total bilateral non-allocable aid,418.308942558819,163.293948815558,dig
